Name,Latitude,Longitude,Type,subtype1,subtype2,City,Address,Link,,
Orvis,43.1689791,-73.0657025,outfitter,,,Manchester Center VT,4180 Main St Manchester,https://www.google.com/maps/place/?q=place_id:ChIJRxXHSTVe4IkR4d-WxRWfr1E,,
Gear Haus,43.1780202,-73.054333,outfitter,,,Manchester Center VT,31 Memorial Ave Manchester,https://www.google.com/maps/place/?q=place_id:ChIJU4OQ7Dxf4IkRYZocBIy06Ko,,
Base Camp,43.6685184,-72.8030009,outfitter,,,Killington VT,2363 US-4 Killington,https://www.google.com/maps/place/?q=place_id:ChIJ8ytmkiAq4IkRwbKK2fdPUpc,,
Killington Sports,43.6678664,-72.804926,outfitter,,,Killington VT,2326 US-4 Killington,https://www.google.com/maps/place/?q=place_id:ChIJaTqIoiAq4IkR-n9JVGc7_rE,,
Lahout's Summit Shop - The North Face Patagonia & Stio,44.0458605,-71.6675203,outfitter,,,North Woodstock and Lincoln NH,165 Main St Lincoln,https://www.google.com/maps/place/?q=place_id:ChIJDdxB9JCBtEwRmmrgfdYDAec,,
Lahout's - Life is Good O'Neill & Columbia Sportswear Concept Store,44.0387053,-71.6750291,outfitter,,,North Woodstock and Lincoln NH,41 Main St Lincoln,https://www.google.com/maps/place/?q=place_id:ChIJo_-4C4aBtEwRY3e9qyXvfwU,,
Burgeon Outdoor,44.0427944,-71.6686019,outfitter,,,North Woodstock and Lincoln NH,25 S Mountain Dr a4 Lincoln,https://www.google.com/maps/place/?q=place_id:ChIJcVo5_7OBtEwRYnxqVt97xuI,,
Gorham Hardware & Sports,44.3890722,-71.1763374,outfitter,,,Â Gorham NH,96 Main St Gorham,https://www.google.com/maps/place/?q=place_id:ChIJHb67f_Pts0wRZVg-zEgUXOg,,
Ecopelagicon A Nature Store,44.9650382,-70.6417171,outfitter,,,Rangeley ME,7 Pond St Rangeley,https://www.google.com/maps/place/?q=place_id:ChIJ2e6Ue188sUwRvkkTMeTjdaQ,,
Poet’s Gear Emporium,45.2868268,-69.5025689,outfitter,,,Monson ME,13 Pleasant St Monson,https://www.google.com/maps/place/?q=place_id:ChIJib1Xu7xrsEwRqvNJPfoN100,,
Appalachian Trail Hostel & Outfitters,45.6533711,-68.7086462,outfitter,,,Millinocket ME,33 Penobscot Ave Millinocket,https://www.google.com/maps/place/?q=place_id:ChIJjTxAnGizukwRv5pN2MDvV8Y,,
Knife Edge Trading Post,45.65638819999999,-68.6840536,outfitter,,,Millinocket ME,10 Balsam Dr Millinocket,https://www.google.com/maps/place/?q=place_id:ChIJB3GaTFizukwR087fn8CyJGY,,
The Green Dragon Hostel,34.9009797,-83.7217027,hostel,,,Hiawassee GA,The Green Dragon Hostel 2708 GA-17 Hiawassee,https://www.google.com/maps/place/?q=place_id:ChIJc0Hw9eMvX4gRj5Us_slEIao,,
All in the Tramily Hiker Suite,35.1575426,-83.3700083,hostel,,,Franklin TN,59 Windy Hill Dr Franklin,https://www.google.com/maps/place/?q=place_id:ChIJX5PHIU4lWYgRTd6zJS5Ee6U,,
Mountain Trails Shuttles,34.915761,-83.758187,shuttle,,AT,Hiawassee GA,2195 Lake Louisa Rd Hiawassee,https://www.google.com/maps/place/?q=place_id:ChIJN6unYCDohAIRxLQCmTznvdo,(828) 231-7728,
Hiawassee Budget Inn,34.9446036,-83.7533855,shuttle,,AT,Hiawassee GA,193 S Main St Hiawassee,https://www.google.com/maps/place/?q=place_id:ChIJbyhWVF0vX4gRkzSjmLULtKg,(706) 896-4121,
Macon County Transit,35.2031721,-83.3692581,bus,,AT,Franklin TN,36 Pannell Ln Franklin,https://www.google.com/maps/place/?q=place_id:ChIJG96S-dEkWYgR8ZVEHYililM,(828) 349-2222,
Nantahala Outdoor Center,35.3313123,-83.5916507,shuttle,,AT,Nantahala Outdoor CenterÂ  NOC,13077 US-19 Bryson City,https://www.google.com/maps/place/?q=place_id:ChIJhyHyNbM1WYgRMjugsFOziTQ,(828) 785-5082,https://noc.com/
BENZ-TAXI of Gatlinburg Tennessee,35.7072426,-83.5254479,taxi,taxi,,Gatlinburg TN,308 Ownby St Gatlinburg,https://www.google.com/maps/place/?q=place_id:ChIJnz01i8hVWYgRXaG4DL3j4kY,(865) 202-0690,https://www.tnvacation.com/local/sevierville-benz-taxi-luxury-transportation
Gatlinburg City Mass Transit Center,35.7140664,-83.5127306,bus,,,Gatlinburg TN,88 River Rd #101 Gatlinburg,https://www.google.com/maps/place/?q=place_id:ChIJxSFDUMRVWYgRz7SO9amfJqw,(865) 436-3897,http://www.gatlinburgtrolley.org/
Nantahala Outdoor Center Gatlinburg,35.7064486,-83.5217731,shuttle,,AT,Gatlinburg TN,1138 Parkway Gatlinburg,https://www.google.com/maps/place/?q=place_id:ChIJl4pZOc9VWYgR1VteQ0Cwcm4,(865) 277-8209,https://noc.com/retail-locations/noc-gatlinburg
Cherokee Cabs,35.4560406,-83.3124066,taxi,taxi,,Cherokee NC,125 Tee Pee Dr Whittier,https://www.google.com/maps/place/?q=place_id:ChIJI_8mr8xBWYgREusrSvX7fTU,(828) 269-8621,http://www.cherokeecabs.com/
EBCI Transit Services,35.4848971,-83.3139982,bus,,,Cherokee NC,680 Acquoni Rd Cherokee,https://www.google.com/maps/place/?q=place_id:ChIJDWej0-VDWYgRY7dCuSbeB60,(828) 359-6300,http://www.cherokeetransit.com/
Standing Bear Farm/Hostel,35.7857278,-83.1016193,shuttle,,AT,Standing Bear Hostel,4255 Green Corner Rd Hartford,https://www.google.com/maps/place/?q=place_id:ChIJ1-4h0JTZW4gRlPHr1pbZluo,(423) 487-0014,http://standingbearfarmhostel.com/
AT Hiker Shuttles,36.1526109,-82.4180102,shuttle,springer mountain to harpers ferry,AT,Erwin TN,N Buffalo St Erwin,https://www.google.com/maps/place/?q=place_id:ChIJGxIhmbBvWogRq0pq9rvmWhA,(423) 270-9775,https://www.athikershuttles.com/
Mountain Harbour Bed and Breakfast,36.179449,-82.016339,shuttle,,AT,Mountain Harbour Hostel,9151 US-19E Roan Mountain,https://www.google.com/maps/place/?q=place_id:ChIJ4TxWG-WEUIgRl0ndL1zlGaI,(423) 772-9494,https://mountainharbour.info/
Braemar Castle Hostel,36.2836,-82.1583627,shuttle,,AT,Hampton TN,130 Dennis Cove Rd Hampton,https://www.google.com/maps/place/?q=place_id:ChIJJXPmuW2BUIgRGuDgXjSLYbg,(423) 725-2411,0
Boots Off Hostel & Campground,36.2995818,-82.1303705,shuttle,,AT,Hampton TN,142 Shook Branch Rd Hampton,https://www.google.com/maps/place/?q=place_id:ChIJ7SqiIC2BUIgRivoYVHy3zks,(239) 218-3904,http://www.bootsoff.camp/
Black Bear Resort,36.2609513,-82.1161193,shuttle,,AT,Hampton TN,1511 Dennis Cove Rd Hampton,https://www.google.com/maps/place/?q=place_id:ChIJc-OmCx2EUIgRU-WTBDz9Heo,(423) 725-5988,http://www.blackbearresorttn.com/
Shuttle Shack,36.6335029,-81.7832518,shuttle,,AT,Damascus VA,112 Douglas Dr Damascus,https://www.google.com/maps/place/?q=place_id:ChIJ12MTF9RAUIgRlKqPR7n4HsA,(276) 475-3773,http://shuttleshack.com/
Blue Blaze Bike Rental & Shuttle,36.6352779,-81.7909167,shuttle,,AT,Damascus VA,226 W Laurel Ave Damascus,https://www.google.com/maps/place/?q=place_id:ChIJc_2SadpAUIgRI6YWA9ABBeE,(276) 475-5095,http://www.blueblazebikeandshuttle.com/
"The Bike Station Bike Rental & Shuttle Damascus, VA",36.6340739,-81.784639,shuttle,,AT,Damascus VA,401 E 3rd St Damascus,https://www.google.com/maps/place/?q=place_id:ChIJ84WV69NAUIgRd4F44czviaA,(855) 758-3083,https://creepertrailbikestation.com/?utm_source=GMB&utm_medium=organic
Bicycle Junction,36.630082,-81.7819115,shuttle,,AT,Damascus VA,425 Douglas Dr Damascus,https://www.google.com/maps/place/?q=place_id:ChIJi4O-VNRAUIgR9B-9Yy1E-sA,(276) 475-5727,http://bicycle-junction.com/
Adventure Damascus & Sundog Outfitter,36.6308242,-81.7837869,shuttle,,AT,Damascus VA,331 Douglas Dr Damascus,https://www.google.com/maps/place/?q=place_id:ChIJQRiwPNRAUIgRB493YCAAJYc,(276) 475-6262,https://www.adventuredamascus.com/
Crazy Larry's,36.632594,-81.7836983,shuttle,,AT,Damascus VA,209 Douglas Dr Damascus,https://www.google.com/maps/place/?q=place_id:ChIJp7h2ENRAUIgRv0U2hezNbNU,(276) 525-5138,https://www.facebook.com/CrazyLarrysHostel
Mt Rogers Outfitters,36.6341186,-81.7850238,shuttle,,AT,Damascus VA,335 E Laurel Ave Damascus,https://www.google.com/maps/place/?q=place_id:ChIJa0GymdBAUIgR0YRfLLDSoRE,(276) 475-5416,https://mt-rogers-outfitters.ueniweb.com/?utm_campaign=gmb
Damascus Outfitters,36.6349509,-81.7896594,shuttle,,AT,Damascus VA,128 W Laurel Ave Damascus,https://www.google.com/maps/place/?q=place_id:ChIJbcRzvpxBUIgR_FRA-GF1KcY,(276) 546-8411,https://www.damascusoutfitters.com/
Mountain Lynx (District Three Public Transit),36.8558525,-81.4702319,bus,,,Marion VA,4453 Lee Hwy Marion,https://www.google.com/maps/place/?q=place_id:ChIJwbdkZ1bSUYgRJa86DN1Ifcc,(276) 782-9300,https://district-three.org/index.php/town-of-marion/
Angels Rest Hiker's Haven,37.3328267,-80.7344115,shuttle,,AT,Pearisburg VA,204 Douglas Ln Pearisburg,https://www.google.com/maps/place/?q=place_id:ChIJ21qyA5HeTYgRbr-8Q526pDM,(540) 599-5717,https://www.angelsresthikershaven.com/
Four Pines Hostel,37.3664181,-80.153278,shuttle,,AT,Catawaba VA,6164 Newport Rd #624 Catawba,https://www.google.com/maps/place/?q=place_id:ChIJLdGc8kmmTYgRU7ZGXzG1aLU,(540) 309-8615,https://www.facebook.com/pages/Four-Pines-Hostel/215902991760062
Stanimal's 328 Hostel & Shuttle Service,37.62932,-79.4560448,shuttle,,AT,Glasgow VA,1131 Rockbridge Rd Glasgow,https://www.google.com/maps/place/?q=place_id:ChIJ9Tdnj9bTTIgREE0hNu5cx6g,(540) 480-8325,http://facebook.com/stanimalshostel
Luxury Chariots,38.0688083,-78.8892191,taxi,taxi,,Waynesboro VA,421 W Main St Waynesboro,https://www.google.com/maps/place/?q=place_id:ChIJR21Wp6Zjs4kRY3aR5Wa9KSk,(540) 448-8787,http://facebook.com/luxurychariots
Open Arms at the Edge of Town Hostel & Inn,38.6694141,-78.4329797,shuttle,,AT,Luray VA,1260 E Main St Luray,https://www.google.com/maps/place/?q=place_id:ChIJMfrfo9NNtIkRH9vMpr4-Wd8,(540) 244-5652,http://openarmsluray.com/
Bus Stop,39.3219991,-77.7323609,bus,bus stop,,Harpers Ferry WV,707 Shenandoah St Harpers Ferry,https://www.google.com/maps/place/?q=place_id:ChIJkeIHwFodtokRu5KU1eh7Qfw,(304) 535-6029,https://www.nps.gov/hafe/planyourvisit/gettingaround.htm
Harpers Ferry Shuttle Bus Stop,39.3167405,-77.7569836,bus,,,Harpers Ferry WV,171 Shoreline Dr Harpers Ferry,https://www.google.com/maps/place/?q=place_id:ChIJSbE-9W8DtokRzBiNIakPLGQ,0,https://www.nps.gov/hafe/planyourvisit/gettingaround.htm
Harpers Ferry Station,39.3245239,-77.7311061,train,train,,Harpers Ferry WV,Potomac St & Shenandoah St Harpers Ferry,https://www.google.com/maps/place/?q=place_id:ChIJtZuASlodtokRujdjqqp1HdI,(800) 872-7245,https://www.amtrak.com/stations/hfy
Rabbit Transit,40.1963596,-77.2284719,bus,,,Carlisle PA,1615 Ritner Hwy Carlisle,https://www.google.com/maps/place/?q=place_id:ChIJYWbhGUUeyYkR6mqqpoYX6kQ,(800) 632-9063,https://www.rabbittransit.org/
Carlisle Airport (N94),40.1880733,-77.1683228,airport,airport,,Carlisle PA,228 Petersburg Rd Carlisle,https://www.google.com/maps/place/?q=place_id:ChIJA4SKJcfhyIkRGCqWjkmc1uQ,(717) 243-2133,http://www.cumberlandvalleyaviation.com/
St. John's Church Pavilion,40.5870423,-76.0262271,shuttle,,AT,Port Clinton PA,Penn St Port Clinton,https://www.google.com/maps/place/?q=place_id:ChIJW3fsGwDdxYkRzIr3pyOh8RU,0,0
Slatington Airport (69N),40.7651214,-75.6061096,airport,airport,,Palmerton PA,1000 Airport Rd Slatington,https://www.google.com/maps/place/?q=place_id:ChIJQTWuvEVJxIkRG3ZLubeRs_o,(610) 767-5881,http://www.penndot.gov/TravelInPA/airports-pa/Pages/Slatington-Airport.aspx
At Your Services Transportation,40.8169733,-75.2897977,airport,airport shuttle,,Wind Gap PA,1283 Plainfield Dr Pen Argyl,https://www.google.com/maps/place/?q=place_id:ChIJP8nByCtmxIkRS7X5t2x606g,(610) 863-3325,0
Greyhound: Bus Station,40.986896,-75.152316,bus,greyhound,bus stop,Delaware Water Gap PA,1082 Foxtown Hill Rd Stroudsburg,https://www.google.com/maps/place/?q=place_id:ChIJv9wJcb6JxIkRwHoRNpRzc14,(800) 231-2222,https://www.greyhound.com/bus/stroudsburg-pa/stroudsburg-bus-station?utm_source=google_maps&utm_medium=organic
Port Jervis Dial A Bus,41.3747833,-74.6900984,bus,,,Port Jervis NY,1 Franklin St Port Jervis,https://www.google.com/maps/place/?q=place_id:ChIJ3dzDgE1Pw4kRqMW6g1vvcfo,(845) 856-7999,https://www.portjervisny.gov/dial-a-bus
Motty's Car Services,41.333912,-74.1612459,taxi,taxi,,Harriman NY,48 Future Industrial Rd # 206B Monroe,https://www.google.com/maps/place/?q=place_id:ChIJXaOc5fzWwokRvUj0nw695Fs,(845) 783-3401,http://mottyscarservices.com/
KJ Car Service 1 Inc.,41.3349751,-74.1926545,taxi,taxi,,Harriman NY,817 NY-17M Monroe,https://www.google.com/maps/place/?q=place_id:ChIJhxNa9l3DUS8RkvYhEmVCSDE,(845) 913-8307,https://www.kjcarservice.com/
Geo Taxi Service Official,41.3320475,-74.1868516,taxi,taxi,,Harriman NY,130 N Main St Monroe,https://www.google.com/maps/place/?q=place_id:ChIJ29WBJ1PXwokRG-rjSyIKKyo,(845) 717-8068,https://geotaxiserviceofficial.com/
Speedy Car Services,41.3208742,-74.1847324,taxi,taxi,,Harriman NY,581 NY-17M Monroe,https://www.google.com/maps/place/?q=place_id:ChIJbc2CHLvXwokRauMvq-CQgXc,(845) 783-4444,http://www.speedycarservice.weebly.com/
Long Distance Taxi,41.3485832,-74.1534847,taxi,taxi,,Harriman NY,266 Bakertown Rd Highland Mills,https://www.google.com/maps/place/?q=place_id:ChIJM_c5pOzWwokRdmO6I_B3YN8,(845) 217-0707,http://taxilongdistance.com/
Shortline Bus,41.3289595,-74.1892247,bus,,,Harriman NY,70 Millpond Pkwy Monroe,https://www.google.com/maps/place/?q=place_id:ChIJ6QCtELTXwokR9SuVXumua4o,(845) 782-3528,http://www.shortlinebus.com/
Dial a Bus,41.3137081,-74.1980705,bus,,,Harriman NY,91 Mine Rd Monroe,https://www.google.com/maps/place/?q=place_id:ChIJA4c1L-rXwokROOtOmQDgOLU,(845) 783-8740,0
Village Taxi,41.3209621,-74.1847006,taxi,taxi,,Harriman NY,581 NY-17M Monroe,https://www.google.com/maps/place/?q=place_id:ChIJmXFTErvXwokR1LbClEgzVDQ,(845) 783-6112,http://villagetaxiny.com/
Harriman,41.2932755,-74.139886,train,train,,Harriman NY,NY-17 Harriman,https://www.google.com/maps/place/?q=place_id:ChIJjwVsXUDXwokR-831LcauC6o,0,http://www.njtransit.com/rg/rg_servlet.srv?hdnPageAction=TrainStationLookupFrom&selStation=57
Academy Taxi of West Point,41.3748813,-73.9635466,taxi,taxi,,Fort Montgomery NY,467 Main St Highland Falls,https://www.google.com/maps/place/?q=place_id:ChIJ4zEwKtDTwokRTjeT2qe81S4,(845) 446-8294,http://www.academytaxi.homestead.com/
1-2-trips,41.2908852,-73.9202868,airport,airport shuttle,,Peekskill NY,8 N Division St Peekskill,https://www.google.com/maps/place/?q=place_id:ChIJ_7uEdzfJwokRzUN9obh7Ock,(914) 902-5989,https://www.12trips.net/
AMERICAN AIRPORT TRANSPORTATION,41.296192,-73.9221814,airport,airport shuttle,,Peekskill NY,908 Constant Ave Peekskill,https://www.google.com/maps/place/?q=place_id:ChIJmTpdul7JwokRUMPTHwPUu4A,(914) 402-6655,http://www.americanairporttrans.com/
Segundo's Taxi,41.5626144,-73.600682,taxi,taxi,,Pawling NY,11 Memorial Ave Pawling,https://www.google.com/maps/place/?q=place_id:ChIJ4VcOvehb3YkRVan51eiVg-k,(845) 264-3020,http://www.segundostaxi.com/
LQM CAR SERVICE INC,41.5256044,-73.5879132,taxi,taxi,,Pawling NY,7 Old Rte 22 Pawling,https://www.google.com/maps/place/?q=place_id:ChIJJ5yDpkOLmkQRxnb36tqRulc,(845) 855-5088,https://lqmcarservice.com/
Appalachian Trail,41.592866,-73.5880189,train,train,,Pawling NY,991 State Rte 55 Pawling,https://www.google.com/maps/place/?q=place_id:ChIJb0OptRNc3YkRCLeeWeMAcYY,0,https://new.mta.info/mta-stations/appalachian-trail
American Cab Co,42.70091499999999,-73.1087148,taxi,taxi,,North Adams MA,North Adams,https://www.google.com/maps/place/?q=place_id:ChIJJwAAAEC44IkRLCIDQAxFSuc,(413) 662-2000,0
Green Mountain Express,42.8788154,-73.1931786,bus,,,Bennington VT,215 Pleasant St Bennington,https://www.google.com/maps/place/?q=place_id:ChIJzTVuMHuW4IkRYImrTcbwZkM,(802) 447-0477,http://www.greenmtncn.org/
Catamount Motel,42.872202,-73.1959152,shuttle,,AT,Bennington VT,500 South St Bennington,https://www.google.com/maps/place/?q=place_id:ChIJr20Vbm6W4IkRe-3ggml3lIU,(802) 442-5977,http://www.catamountmotel.com/
Mountain Drivers,43.167737,-73.0473994,taxi,taxi,,Manchester Center VT,3452 Richville Rd #1242 Manchester Center,https://www.google.com/maps/place/?q=place_id:ChIJaeVdPkFf4IkRE7a0akdpLBs,(802) 772-5223,https://mtndrivers.com/
Equinox Transportation Agency LLC,43.167737,-73.0473994,taxi,taxi,,Manchester Center VT,3452 Richville Rd #2117 Manchester Center,https://www.google.com/maps/place/?q=place_id:ChIJ6VcuISlf4IkR_OMIWpz2AdY,(802) 430-9920,http://www.equinoxta.com/
Timberline Transportation LLC,43.664017,-72.790237,taxi,taxi,,Killington VT,25 Timberline Dr Ext Killington,https://www.google.com/maps/place/?q=place_id:ChIJfWqSnjsq4IkRleMlv9IpGoQ,(802) 345-6917,0
Advance Transit Inc,43.6866264,-72.3181762,taxi,,,Hanover NH,120 Billings Farm Rd Wilder,https://www.google.com/maps/place/?q=place_id:ChIJLY101iDKtEwR1Hm92c8p_vU,(802) 295-1824,http://www.advancetransit.com/
Sachem Village,43.6830215,-72.285222,bus,bus stop,,Hanover NH,Lebanon,https://www.google.com/maps/place/?q=place_id:ChIJQ2LX0v-1tEwRFIe8m9SZ-EY,0,0
Tuck Circle,43.7049808,-72.2944757,bus,bus stop,,Hanover NH,Hanover,https://www.google.com/maps/place/?q=place_id:ChIJdfZUjsHJtEwRnlAa4TEv4p8,0,0
The Notch Hostel,44.0295,-71.7055735,shuttle,,AT,North Woodstock and Lincoln NH,324 Lost River Rd North Woodstock,https://www.google.com/maps/place/?q=place_id:ChIJ0fSl-s-DtEwRGv545Ad9Ifk,(603) 348-1483,http://www.notchhostel.com/
Rangeley Delivery,44.9672176,-70.6451909,shuttle,,,Rangeley ME,17 High St Rangeley,https://www.google.com/maps/place/?q=place_id:ChIJFeBl-YQ9sUwRmk9dM2UH4ek,(207) 670-7000,https://rangeleydelivery.com/
Dads shuttle service,45.1477144,-70.4341315,shuttle,,,Stratton ME,42 Old Dead River Rd APT 10 Stratton,https://www.google.com/maps/place/?q=place_id:ChIJP5BXcJHfsEwR7Tk7C-gQkDU,(207) 670-4110,0
The Sterling Inn,45.219095,-69.987539,shuttle,,AT,Caratunk ME,1041 US-201 Caratunk,https://www.google.com/maps/place/?q=place_id:ChIJRZ-j6wr3sEwRvYNskW4QbZ4,(207) 672-3333,http://mainesterlinginn.com/
Shaw's Hiker Hostel,45.286783,-69.5029462,shuttle,,AT,Monson ME,17 Pleasant St Monson,https://www.google.com/maps/place/?q=place_id:ChIJB0x4ckFqsEwRDHbIFrxW8AI,(207) 997-3597,http://www.shawshikerhostel.com/home.html
Millinocket Municipal Airport,45.6475143,-68.6920166,airport,airport,,Millinocket ME,16 Medway Rd Exd Millinocket,https://www.google.com/maps/place/?q=place_id:ChIJZRTDyU2zukwRindqtRU225Y,(207) 723-6649,https://millinocket.org/government/public-works/airport/
100 Mile Wilderness Inn,45.6529148,-68.7111264,shuttle,,AT,Millinocket ME,96 Oxford St Millinocket,https://www.google.com/maps/place/?q=place_id:ChIJLRWYoi-zukwRcRWjFm0NFro,(207) 731-3537,https://www.100milewildernessinn.com/
Appalachian Trail Hostel & Outfitters,45.6533711,-68.7086462,shuttle,,AT,Millinocket ME,33 Penobscot Ave Millinocket,https://www.google.com/maps/place/?q=place_id:ChIJjTxAnGizukwRv5pN2MDvV8Y,(207) 723-4321,http://appalachiantrailhostel.com/
Damascus Outfitters,36.6349509,-81.7896594,outfitter,,,Damascus VA,128 W Laurel Ave Damascus,https://www.google.com/maps/place/?q=place_id:ChIJbcRzvpxBUIgR_FRA-GF1KcY,(276) 546-8411,https://www.damascusoutfitters.com/
Black Bear Resort,36.2609513,-82.1161193,hostel,,,Hampton TN,1511 Dennis Cove Rd Hampton,https://www.google.com/maps/place/?q=place_id:ChIJc-OmCx2EUIgRU-WTBDz9Heo,(423) 725-5988,http://www.blackbearresorttn.com/
Angels Rest Hiker's Haven,37.3328267,-80.7344115,hostel,,,Pearisburg VA,204 Douglas Ln Pearisburg,https://www.google.com/maps/place/?q=place_id:ChIJ21qyA5HeTYgRbr-8Q526pDM,(540) 599-5717,https://www.angelsresthikershaven.com/
The Notch Hostel,44.0295,-71.7055735,hostel,,,North Woodstock and Lincoln NH,324 Lost River Rd North Woodstock,https://www.google.com/maps/place/?q=place_id:ChIJ0fSl-s-DtEwRGv545Ad9Ifk,(603) 348-1483,http://www.notchhostel.com/
